Topic	Thread ID	Post ID	User ID	Time	Post Content
abortion_as_rights_or_choices	409192893_2520020171001	11	Marou	Sun 09 March 2008 06:02 PM	I want to clarify if the woman wants to abort it than that decision rests with her.    If she wants to keep it that decision rest with her.    In either case since it is not my decision I should not be liable sinc it is not my decision 
abortion_as_rights_or_choices	409192893_2520020171001	12	Golgoth	Sun 09 March 2008 06:14 PM	That is the only issue I agreed with Reagan on, abortion.........  There have been men forced to pay child support for children that were proven not to be theirs, because the judge says once you pay, you have to pay forever.........now that&apos;s crazy......... 
abortion_as_rights_or_choices	409192893_2520020171001	13	sweetsuds	Sun 09 March 2008 06:48 PM	I&apos;d like to point out that there are state laws prohibiting abortion on the basis of sex selection alone. I had to counsel a South Asian man who was trying to find out the sex of the fetus, then have his wife abort if the fetus turned out to be female. I had to fight to remain calm as I repeatedly advised him that it is against the law to do so in the state we were in. He should be glad that there was no way for me to slap him over the phone. 
abortion_as_rights_or_choices	409192893_2520020171001	14	Fighterpilotmafia	Sun 09 March 2008 09:27 PM	REPLYING TO scottrj50 WHO SAID: <u>&quot; I&apos;m sure most women would not let a bunch scriveled old men in black robes tell them what to do with bodies...Just like men would not like to be told what to do with their johnsons...well maybe redumblicans   &quot;</u>   How dare you deny that those bodies are housing other bodies.  You&apos;re a disgusting individual.  What about the voices for those bodies?  They don&apos;t count because your hippy feminist   says so?    Then you throw in some slander for all Republicans.    You sicken me.  Why stick to party lines?  Why not say you&apos;re an American and fight for every American?  Even those who are still in the womb?  If it&apos;s legal to kill a healthy unborn child, it should be legal to kill someone you dislike.  What the hell is the difference?    Start putting programs into place for those Americans who will have problems when they give birth.    Help those mothers in need.  Have programs for the children, for health/education.  40 million dead and nobody cares.
abortion_as_rights_or_choices	409192893_2520020171001	15	SwtDivaLove	Sun 09 March 2008 09:40 PM	This will be shocking to most of you here, but I am going to say it anyway and let the chips fall as they may...  But, if you want to talk choice, women, and men alike, made the choice to sleep with each other.  Taking the life of a child, even unborn or fetal, is wrong in every way.  The choice was made when they chose to have sex.  There is protection available; there are condoms, anti-sperm creams, birth control pills and much more that people can use, but too ignorant, or a better term IDIOTIC, to use such things to prevent unwanted children.  There are plenty of families out there that are unable to have children at all who would love the chance to become parents.  There are also plenty of children out there right now who NEED good parents to take care of them.  Choice?  The choice was made when they CHOSE to have sex with each other.  There are only certain cases I agree with abortion and those are rape, molestation, incest and/or sexual abuse. 
abortion_as_rights_or_choices	409192893_2520020171001	16	mmulder67	Sun 09 March 2008 09:44 PM	REPLYING TO Fighterpilotmafia WHO SAID: <u>&quot;   How dare you deny that those bodies are housing other bodies.  You&apos;re a disgusting individual.  What about the voices for those bodies?  They don&apos;t count because your hippy feminist   says so?    Then you throw in some slander for all Republicans.    You sicken me.  Why stick to party lines?  Why not say you&apos;re an American and fight for every American?  Even those who are still in the womb?  If it&apos;s legal to kill a healthy unborn child, it should be legal to kill someone you dislike.  What the hell is the difference?    Start putting programs into place for those Americans who will have problems when they give birth.    Help those mothers in need.  Have programs for the children, for health/education.  40 million dead and nobody cares.&quot;</u>   Uh....What?????? How did you get all that from a comment on freedom of choice?
abortion_as_rights_or_choices	409192893_2520020171001	17	scottrj50	Sun 09 March 2008 10:22 PM	REPLYING TO Fighterpilotmafia WHO SAID: <u>&quot;   How dare you deny that those bodies are housing other bodies.  You&apos;re a disgusting individual.  What about the voices for those bodies?  They don&apos;t count because your hippy feminist   says so?    Then you throw in some slander for all Republicans.    You sicken me.  Why stick to party lines?  Why not say you&apos;re an American and fight for every American?  Even those who are still in the womb?  If it&apos;s legal to kill a healthy unborn child, it should be legal to kill someone you dislike.  What the hell is the difference?    Start putting programs into place for those Americans who will have problems when they give birth.    Help those mothers in need.  Have programs for the children, for health/education.  40 million dead and nobody cares.&quot;</u>    yea donate your salary to knocked up girls who get the scorn...and the boys just skip and brag about their latest conquest to their igmo friends...Get a grip you lightweight       
abortion_as_rights_or_choices	409192893_2520020171001	18	PinkBlossoms	Mon 10 March 2008 04:32 AM	Abortion is a tired subject, but still important.    As I&apos;ve said here before, I&apos;m against it.  I volunteer for and support Right to Life.    And as briefly as I can say it again, I will not judge women who have gone that route.  That said, I think it&apos;s important for a young woman to fully realize that whatever decision she makes - it&apos;s for life.  Adoption is always an option.
abortion_as_rights_or_choices	409192893_2520020171001	19	GunnyRet03	Mon 10 March 2008 05:41 AM	REPLYING TO Persy WHO SAID: <u>&quot; I agree that the system is screwed up.  No, a woman should not be able to sue to get her ex-husbands frozen goods because she no longer has ovaries to produce.  If she does - then she will sue him for child support even though he was against it.  After all - it is his child as well. If she is that deperate to have children, she should ADOPT.  I&apos;m not going to get into abortion, it has been argued too many times on this web page.&quot;</u>        
abortion_as_rights_or_choices	409192893_2520020171001	20	Fightdirector	Mon 10 March 2008 06:44 AM	REPLYING TO SwtDivaLove WHO SAID: <u>&quot; The choice was made when they chose to have sex.  There is protection available; there are condoms, anti-sperm creams, birth control pills and much more that people can use, but too ignorant, or a better term IDIOTIC, to use such things to prevent unwanted children. &quot;</u> You are aware, of course, of the element within the &amp;quot;Pro-Life&amp;quot; movement who believe that the use of any form of birth control, whether it is used by a married couple or two unmarried people, is the equivilent of having an abortion and should be criminalized? (See former Senator Rick Santorom of Pennsylvania&apos;s public comments re  Griswold v. Connecticut , for example)  You are probably also aware that there are elements within the &amp;quot;Pro-Life&amp;quot; movement who consider me a criminal because I chose to have a vasectomy after the birth of my second child?  You may also be aware that there are elements within the &amp;quot;Pro-Life&amp;quot; movement that believe that the proper action to be taken if a woman is raped and becomes pregnant is that the rapist should be required to marry the raped woman or financially compensate her family rather than have the fetus aborted.  The extremists within the &amp;quot;pro-Life&amp;quot; community, like the fundamentalist extremists in every movement, have drawn their &amp;quot;line in the sand&amp;quot; and will never accept anything other than celibacy within marriage and outside marriage as the only marginally acceptable form of birth control. 
abortion_as_rights_or_choices	409192893_2520020171001	21	Fightdirector	Mon 10 March 2008 06:57 AM	REPLYING TO mmulder67 WHO SAID: <u>&quot; You will get NO sympathy from me. I haven&apos;t received a dime in child support from my ex-wife in over 17 years. The &amp;quot;state&amp;quot; won&apos;t help me because I have the wrong anatomy.&quot;</u> A member of my last Massachusetts National Guard unit (before I retired) was in a similar situation. After having two children, his wife went back to law school, graduated, passed the Bar examinations, and then asked for a divorce. At the divorce, at her specific request to the judge, he was given custody and she was assessed child support. She then recieved a job offer from a law firm in California and moved there. She stopped paying her child support, and he went to the appropriate authorities in Massachusetts for help. He was told, &amp;quot;You&apos;re a man. When we finish tracking down  every man  who isn&apos;t paying his court-ordered child support - then we&apos;ll get around to trying to collect from your ex-wife.&amp;quot;  When last I heard, she was over  250,000 in arrears. 
abortion_as_rights_or_choices	409192893_2520020171001	22	sweetsuds	Mon 10 March 2008 07:53 AM	REPLYING TO PinkBlossoms WHO SAID: <u>&quot; Abortion is a tired subject, but still important.    As I&apos;ve said here before, I&apos;m against it.  I volunteer for and support Right to Life.    And as briefly as I can say it again, I will not judge women who have gone that route.  That said, I think it&apos;s important for a young woman to fully realize that whatever decision she makes - it&apos;s for life.  Adoption is always an option.&quot;</u>  Not always, Pink. Women in abusive relationships tend to get beaten more often while they are pregnant, making miscarriages and stillbirths more likely. That, and medically, not every woman should be pregnant- it can be very dangerous to be pregnant if one has certain medical conditions. Choosing to continue a pregnancy isn&apos;t always choosing life- sometimes, it&apos;s simply a painful way to die. 
abortion_as_rights_or_choices	409192893_2520020171001	23	DocTrowerFMF	Mon 10 March 2008 08:29 AM	IMO, ovarian cancer is a death sentence. 99  of the time it&apos;s not diagnosed until it&apos;s too late. Usually at a stage 3. It&apos;s symptoms are non specific and vague, what most women feel sometime in their life. (bloating, weight gain, non specific abdominal pain) Unfortunately, she will die. Implanting the embroyo&apos;s are now a moot point. Sorry. It&apos;s a fact of life... 
abortion_as_rights_or_choices	409192893_2520020171001	24	Fightdirector	Mon 10 March 2008 08:37 AM	 Associated Press:  If a woman&apos;s body spontaneously rejects a fertilized egg within a week of that fertilization, should she be prosecuted for self-aborting or &amp;quot;killing&amp;quot; a living human being?  Or should her body have &amp;quot;the right to choose&amp;quot;?    
abortion_as_rights_or_choices	409192893_2520020171001	25	WhoFreak	Mon 10 March 2008 09:39 AM	REPLYING TO Fightdirector WHO SAID: <u>&quot;  Associated Press:  If a woman&apos;s body spontaneously rejects a fertilized egg within a week of that fertilization, should she be prosecuted for self-aborting or &amp;quot;killing&amp;quot; a living human being?  Or should her body have &amp;quot;the right to choose&amp;quot;?   &quot;</u>   Not to be overly simplistic, but you know, &amp;quot;If men could get pregnant, not only would abortion be legal...it would be tax-deductable&amp;quot;  Think about it! 
abortion_as_rights_or_choices	409192893_2520020171001	26	rm444	Mon 10 March 2008 11:53 AM	I will go as far as the voting booth. Unless someone else shoots first.
abortion_as_rights_or_choices	409192893_2520020171001	27	nurse_attorney	Mon 10 March 2008 02:46 PM	REPLYING TO sweetsuds WHO SAID: <u>&quot; I&apos;d like to point out that there are state laws prohibiting abortion on the basis of sex selection alone. I had to counsel a South Asian man who was trying to find out the sex of the fetus, then have his wife abort if the fetus turned out to be female. I had to fight to remain calm as I repeatedly advised him that it is against the law to do so in the state we were in. He should be glad that there was no way for me to slap him over the phone.&quot;</u>   --------------------------- Are you SURE?  Are you talking about a law in one of the 50 US states?  While that is an absolutely deplorable reason for an abortion, I have never know it to be illegal. I have never known &amp;quot;intent&amp;quot; to have anything to do with the legality of a pre-viability abortion. 
abortion_as_rights_or_choices	409192893_2520020171001	28	nurse_attorney	Mon 10 March 2008 02:49 PM	REPLYING TO Fightdirector WHO SAID: <u>&quot; A member of my last Massachusetts National Guard unit (before I retired) was in a similar situation. After having two children, his wife went back to law school, graduated, passed the Bar examinations, and then asked for a divorce. At the divorce, at her specific request to the judge, he was given custody and she was assessed child support. She then recieved a job offer from a law firm in California and moved there. She stopped paying her child support, and he went to the appropriate authorities in Massachusetts for help. He was told, &amp;quot;You&apos;re a man. When we finish tracking down  every man  who isn&apos;t paying his court-ordered child support - then we&apos;ll get around to trying to collect from your ex-wife.&amp;quot;  When last I heard, she was over  250,000 in arrears.&quot;</u>   --------------------- He should report her to the California Bar, complete with documentation.  They&apos;ll put the pressure on her and might even pull her ticket if she doesn&apos;t pay up. 
abortion_as_rights_or_choices	409192893_2520020171001	29	Persy	Mon 10 March 2008 03:02 PM	REPLYING TO Marou WHO SAID: <u>&quot; I want to clarify if the woman wants to abort it than that decision rests with her.    If she wants to keep it that decision rest with her.    In either case since it is not my decision I should not be liable sinc it is not my decision&quot;</u>   So, either way, you aren&apos;t going to support her - even though it is also yours? 
abortion_as_rights_or_choices	409192893_2520020171001	30	sweetsuds	Mon 10 March 2008 03:17 PM	REPLYING TO nurse_attorney WHO SAID: <u>&quot;   --------------------------- Are you SURE?  Are you talking about a law in one of the 50 US states?  While that is an absolutely deplorable reason for an abortion, I have never know it to be illegal. I have never known &amp;quot;intent&amp;quot; to have anything to do with the legality of a pre-viability abortion.&quot;</u>   It was on the books in PA at the time that I was working as a reproductive health counselor.  It&apos;s part of the Abortion Control Act. I don&apos;t know if it&apos;s still extant. I&apos;d heard at the time that NY had a similar law, but I couldn&apos;t find any evidence of that.  http://www.fandm.edu/x10160.xml   http://query.nytimes.com/gst/fullpage.html?res 950DE3DE...3AA25752C1A96F948260  
abortion_as_rights_or_choices	409192893_2520020171001	31	SwtDivaLove	Mon 10 March 2008 07:24 PM	REPLYING TO Fightdirector WHO SAID: <u>&quot; You are aware, of course, of the element within the &amp;quot;Pro-Life&amp;quot; movement who believe that the use of any form of birth control, whether it is used by a married couple or two unmarried people, is the equivilent of having an abortion and should be criminalized? (See former Senator Rick Santorom of Pennsylvania&apos;s public comments re  Griswold v. Connecticut , for example)  You are probably also aware that there are elements within the &amp;quot;Pro-Life&amp;quot; movement who consider me a criminal because I chose to have a vasectomy after the birth of my second child?  You may also be aware that there are elements within the &amp;quot;Pro-Life&amp;quot; movement that believe that the proper action to be taken if a woman is raped and becomes pregnant is that the rapist should be required to marry the raped woman or financially compensate her family rather than have the fetus aborted.  The extremists within the &amp;quot;pro-Life&amp;quot; community, like the fundamentalist extremists in every movement, have drawn their &amp;quot;line in the sand&amp;quot; and will never accept anything other than celibacy within marriage and outside marriage as the only marginally acceptable form of birth control.&quot;</u>   Actually, I was totally unaware of it.  However, I believe in any form of birth control as long as it prevents unwanted children instead of abortion.  When I hear of people who have gotten pregnant because they didn&apos;t use protection of any kind, and now are with a child they never wanted and/or too young to actually care for a child I consider STUPID.  Even young kids know about forms of birth control, yet the continue to fore go the usage of such items.  Another point along this line is that parents are not teaching their kids properly also about sex and preventative measures from teen pregnancies.  Still, I believe in birth control, and have even known several men who have had vasectomies to prevent more children, and women who have had their tubes tied.  The point is, people of this day and age are quite aware of STD&apos;s &amp; VD&apos;s, plus AIDS.  Yet, they are too stupid to use the 2 brain cells in their head to have thought better and end up with a child that they did not want.  Instead of thinking with the big head on the shoulders, men are thinking with the small head in their pants, and girls/women should have the brains enough to also prevent it also.  To me, they are just as guilty as the men are.  But, my belief in &apos;Pro-Choice&apos; is that they made the choice to not use protection and were stupid enough to get pregnant.  I&apos;m very much &apos;Pro-Life&apos;.  But, like I also said, I only believe in abortion in certain cases; rape, molestation and incestual pregnancies. 
abortion_as_rights_or_choices	409192893_2520020171001	32	sweetsuds	Mon 10 March 2008 07:34 PM	Swtdivalove, if things always worked out the way we planned them, we&apos;d live in a very different world. The only 100  effective contraception method would be a hysterectomy or castration. Everything else, including sterilization, has a failure rate and contraindications. Coercive sex and coerced pregnancy is shockingly common in abusive relationships, and recent research has turned up that teenage boys are coercing their girlfriends into having sex and getting pregnant. So, walk a mile in the shoes of a girl whose boyfriend has been puncturing his condoms without her knowledge, and tell me what you think. 
abortion_as_rights_or_choices	409192893_2520020171001	33	SwtDivaLove	Mon 10 March 2008 07:53 PM	If my son did that, I would beat him with an inch of his life.  But, you are right... There is a lot of coercion happening also, and something I do not agree with.  I am still &apos;Pro-Life&apos;. 
abortion_as_rights_or_choices	409192893_2520020171001	34	billbright	Mon 10 March 2008 07:57 PM	REPLYING TO Persy WHO SAID: <u>&quot; I agree that the system is screwed up.  No, a woman should not be able to sue to get her ex-husbands frozen goods because she no longer has ovaries to produce.  If she does - then she will sue him for child support even though he was against it.  After all - it is his child as well. If she is that deperate to have children, she should ADOPT.  I&apos;m not going to get into abortion, it has been argued too many times on this web page.&quot;</u>   Does that mean that an anonymous sperm donor should be held for child support, also? 
abortion_as_rights_or_choices	409192893_2520020171001	35	SwtDivaLove	Mon 10 March 2008 08:23 PM	REPLYING TO billbright WHO SAID: <u>&quot;   Does that mean that an anonymous sperm donor should be held for child support, also?&quot;</u>   I believe that is a whole other issue in and of itself. 
abortion_as_rights_or_choices	409192893_2520020171001	36	nurse_attorney	Tue 11 March 2008 09:46 AM	REPLYING TO sweetsuds WHO SAID: <u>&quot;   It was on the books in PA at the time that I was working as a reproductive health counselor.  It&apos;s part of the Abortion Control Act. I don&apos;t know if it&apos;s still extant. I&apos;d heard at the time that NY had a similar law, but I couldn&apos;t find any evidence of that.  http://www.fandm.edu/x10160.xml   http://query.nytimes.com/gst/fullpage.html?res 950DE3DE...3AA25752C1A96F948260 &quot;</u>   ----------------- Ah, thanks for the update.  Didn&apos;t that get tossed by SCOTUS (or most of it)? 
abortion_as_rights_or_choices	409192893_2520020171001	37	sweetsuds	Tue 11 March 2008 09:50 AM	REPLYING TO nurse_attorney WHO SAID: <u>&quot;   ----------------- Ah, thanks for the update.  Didn&apos;t that get tossed by SCOTUS (or most of it)?&quot;</u>  If so, not while I worked there, nearly 10 years after the law was enacted. I was rather glad that I could tell that evil man that what he was planning to do was illegal. 
abortion_as_rights_or_choices	409192893_2520020171001	38	nurse_attorney	Tue 11 March 2008 09:51 AM	REPLYING TO SwtDivaLove WHO SAID: <u>&quot;  I&apos;m very much &apos;Pro-Life&apos;.  But, like I also said, I only believe in abortion in certain cases; rape, molestation and incestual pregnancies.&quot;</u>   --------------------- This is the tough part of the &amp;quot;pro-life&amp;quot; stance.  Although I adamantly disagree with that position, I do have more respect for pro-lifers who are ABSOLUTELY and WITHOUT EXCEPTION opposed to abortion.  That is really the only pro-life position that makes sense.  If you can make &amp;quot;exceptions&amp;quot; when &amp;quot;killing an unborn human being&amp;quot; is &amp;quot;acceptable,&amp;quot; then you&apos;re not pro-life.  Your are only pro YOUR choices rather than someone else&apos;s choice.  That is a position that says: okay, sometimes it is acceptable to kill unborn babies but the choice belongs to me, or the government or judges but not to the woman effected by the unwanted pregnancy.  That&apos;s a pro-choice position that adds in an element of control over the lives of others. 
abortion_as_rights_or_choices	409192893_2520020171001	39	nurse_attorney	Tue 11 March 2008 09:52 AM	REPLYING TO billbright WHO SAID: <u>&quot;   Does that mean that an anonymous sperm donor should be held for child support, also?&quot;</u>   ----------------------- That would depend on the contract he signed when he donated his sperm.  If he&apos;s told he may be responsible for support, he can choose not to donate. 
abortion_as_rights_or_choices	409192893_2520020171001	40	nurse_attorney	Tue 11 March 2008 09:54 AM	REPLYING TO sweetsuds WHO SAID: <u>&quot;  If so, not while I worked there, nearly 10 years after the law was enacted. I was rather glad that I could tell that evil man that what he was planning to do was illegal.&quot;</u>   ------------------------ Gender selection abortions are truly abhorrent - but ought not be illegal.  &amp;quot;Why,&amp;quot; you ask?  Because it is unenforceable, for one. Why would you ever tell &amp;quot;why&amp;quot; if it is allowable for no reason at all? 
abortion_as_rights_or_choices	409192893_2520020171001	41	sweetsuds	Tue 11 March 2008 10:06 AM	Quite true- but this dude asked me when one could identify the sex of a fetus, then asked about the availability of abortions at that point. I told him that if they were choosing abortion, that it&apos;s safer to do so early, but he refused to consider doing so earlier. He then said &amp;quot;I don&apos;t need a girl&amp;quot;. This is done in India- and some places are suffering from a lack of available women as a result. Do they then decide to quit aborting or abandoning girls? No, they buy or kidnap women from neighboring areas. Misogyny will be the end of us all. 
abortion_as_rights_or_choices	409192893_2520020171001	42	CalDreaming02	Tue 11 March 2008 02:27 PM	REPLYING TO machiavellean WHO SAID: <u>&quot;  How far are you willing to go with a    woman s right to choose   ?    What I have in mind are child-bearing questions other than a woman s right to choose whether or not to have an abortion, either on demand or with some restrictions.   Does a woman have the right to choose the sex of the baby she carries? The color of the baby s eyes and hair? To have triplets? . . . What voice does her partner   husband or otherwise   have in her decision? Does a woman have the right to choose to have a baby against her husband s wishes?   Natallie was diagnosed with ovarian cancer  .  Before doctors removed both her ovaries, she and her partner, Howard, had six embryos fertilized with his sperm. The embryos were then frozen and stored.  The couple broke up. Howard withdrew his consent for the embryos to be used and asked that they be destroyed.  Natallie wanted to implant the embryos and sued to be allowed to do so without his permission.   She has argued he had already consented to their creation, storage and use, and should not be allowed to change his mind.  Current [national] laws require both the man and woman to give consent, and allow either party to withdraw that consent up to the point where the embryos are implanted.  Her lawyers argue that the right to a family life is enshrined in [an international] Convention of Human Rights and that she should be allowed to implant the embryos.   How would you rule? If national and international laws weren t involved, would you feel different?&quot;</u>   Good questions Mach!  My personal belief ONLY - &amp;quot;Only a woman ever really knows who the father is.&amp;quot;  Words I heard when I was very little and over which much ado has been made in popular culture over the subsequent 50 years.  How many babies are born without benefit of a dad in the picture - for example, a one night stand that definitively altered a woman&apos;s life and opportunities because she chose life over the convenience of an abortion?  Should a sperm donor have a right to abort baby because he doesn&apos;t like where his sperm has been donated?  In this case the couple broke up - but the &amp;quot;dad&amp;quot; was still nothing more than an unknown sperm donor to an unknown egg.  She should be allowed to be implanted with the fertilized in vitros and the extent of the donor&apos;s parental rights should be to have a certificate not name him as father but rather reflect the unknown identity of the donor.  Just like any other sperm donor, he should have the right to forever relinquish claim on the child as his own - financially and legally.    Just my humble opinions, Mach.  Very good ethical questions.
Topic	Thread ID	Post ID	User ID	Time	Post Content
abortion_as_rights_or_choices	5531905206_6420099791001	1	Fighterpilotmafia	Fri 05 September 2008 04:24 PM	You know what I&apos;d really like to see?  At the very least, a form that the patient has to sign with the statement:    &amp;quot;I hereby acknowledge that in proceeding with said abortion, I am putting to death a human child.&amp;quot;    Just to admit it.  Just to throw the outrageous claim of &apos;choice&apos; out the window.  Sure, it&apos;s a choice.  But it is a choice to kill a baby.
abortion_as_rights_or_choices	5531905206_6420099791001	2	sweetsuds	Fri 05 September 2008 04:53 PM	Should women be required to sign said contract before each menstrual period, in case their body ejects a fertilized egg? Should we have an inquest after every late period or confirmed miscarriage? Should death certificates be issued for every time a woman of reproductive age menstruates? If you&apos;re trying to suggest that a zygote or embryo is identical to a human child, these measures would be required. 
abortion_as_rights_or_choices	5531905206_6420099791001	3	mmulder67	Fri 05 September 2008 05:18 PM	Not to sound crass, but does that also mean every time a man has an ejaculation without the involvement of a female, will he be required to sign said document:  I hereby acknowledge that in proceeding with said ejaculation, I am putting to death a human child.  Just to admit it. Just to throw out the outrageuos claim of &amp;quot;choice&amp;quot; out the window. Sure it&apos;s a choice. But where do you get the right to determine when life begins? Is not a sperm a living organism?? Chew on that for a while.
abortion_as_rights_or_choices	5531905206_6420099791001	4	Fighterpilotmafia	Fri 05 September 2008 05:20 PM	Off topic, a potential to troll perhaps?    A fertilized egg, carried to term and somewhere in the middle of that a female has a &apos;choice&apos; to kill it with no say from the father.  Different than a menstrual period, different than the body rejecting the fertilized egg (miscarriage), no death certificate.  A fertilized, healthy egg that turns into something with a heartbeat....yeah, pretty much.  That&apos;s a human child.  Now please don&apos;t be wild with assumptions, with comments.  Let&apos;s be civil.
abortion_as_rights_or_choices	5531905206_6420099791001	5	Silverbusa	Fri 05 September 2008 05:25 PM	An egg alone leads to nothing.  A single sperm alone leads to nothing.  It takes the two together to begin a human life.  We might as well included basic biology in the discussion. 
abortion_as_rights_or_choices	5531905206_6420099791001	6	mmulder67	Fri 05 September 2008 05:38 PM	REPLYING TO Fighterpilotmafia WHO SAID: <u>&quot; Off topic, a potential to troll perhaps?    Careful with the troll insinuations. You know us better than that.  A fertilized egg, carried to term and somewhere in the middle of that a female has a &apos;choice&apos; to kill it with no say from the father.  It&apos;s her body. Not that I think she should have 100  say in the matter, but that is another subject to be hashed out in the courts.  Different than a menstrual period, different than the body rejecting the fertilized egg (miscarriage), no death certificate.  I was unaware that death certificates were given for abortions???  A fertilized, healthy egg that turns into something with a heartbeat....yeah, pretty much.  That&apos;s a human child.  It&apos;s a living organism. Just like a sperm and an egg. This is never going to be settled by us. We will just disagree til the sun explodes.  Now please don&apos;t be wild with assumptions, with comments.  Let&apos;s be civil.  What are you reading that I am not??? Everything stated by everyone can be construed as an assumption.  And no one has been uncivil....yet...    &quot;</u> 
abortion_as_rights_or_choices	5531905206_6420099791001	7	Fighterpilotmafia	Fri 05 September 2008 05:39 PM	REPLYING TO mmulder67 WHO SAID: <u>&quot; Not to sound crass, but does that also mean every time a man has an ejaculation without the involvement of a female, will he be required to sign said document:  I hereby acknowledge that in proceeding with said ejaculation, I am putting to death a human child.  Just to admit it. Just to throw out the outrageuos claim of &amp;quot;choice&amp;quot; out the window. Sure it&apos;s a choice. But where do you get the right to determine when life begins? Is not a sperm a living organism?? Chew on that for a while.&quot;</u>   Thought this was an area for intelligent debate.  A sperm cell isn&apos;t a fertilized egg.    If we can&apos;t keep this on topic, without outrageous comments, I&apos;ll request it closed.
abortion_as_rights_or_choices	5531905206_6420099791001	8	mmulder67	Fri 05 September 2008 05:49 PM	REPLYING TO Fighterpilotmafia WHO SAID: <u>&quot; Thought this was an area for intelligent debate.  A sperm cell isn&apos;t a fertilized egg.    If we can&apos;t keep this on topic, without outrageous comments, I&apos;ll request it closed.&quot;</u>  A fertilized egg is not a human being. Therefore removing that fertilized egg from the host is not killing a baby. Is that on topic enough????
abortion_as_rights_or_choices	5531905206_6420099791001	9	Silverbusa	Fri 05 September 2008 06:19 PM	REPLYING TO mmulder67 WHO SAID: <u>&quot;  A fertilized egg is not a human being. Therefore removing that fertilized egg from the host is not killing a baby. Is that on topic enough????&quot;</u>  You are a human I presume.  You came from a fertilized egg.  At what magical moment did you become a human from just a mass of cells? 
abortion_as_rights_or_choices	5531905206_6420099791001	10	mmulder67	Fri 05 September 2008 06:47 PM	REPLYING TO Silverbusa WHO SAID: <u>&quot;  You are a human I presume.  You came from a fertilized egg.  At what magical moment did you become a human from just a mass of cells?&quot;</u>  The moment I left the host (my mother&apos;s body). Then I was classified as a baby.
abortion_as_rights_or_choices	5531905206_6420099791001	11	Silverbusa	Fri 05 September 2008 06:49 PM	REPLYING TO mmulder67 WHO SAID: <u>&quot;  The moment I left the host (my mother&apos;s body). Then I was classified as a baby.&quot;</u>  I asked when you became a human not a baby.  If your answer remains the same moment, what was so magical about exiting your mother&apos;s body that made you a human when moments before you were not?  Seems like a very arbitrary and non-scientific conclusion. 
abortion_as_rights_or_choices	5531905206_6420099791001	12	SkipHadaway	Fri 05 September 2008 07:17 PM	OK, a fertilized egg is still just an egg... within 10 days it duplicates and becomes a zygote... and continues to replicate, within the first month there is myocardial tissue with electrical activity (a heart beat) and there is movement after a couple of months...    I believe that there is &amp;quot;life&amp;quot;, though microscopic, when the zygote develops.    I agree, to a degree, with the understanding statement of destroying a potential life.  I had this argument with my office manager yesterday... I don&apos;t believe that it should be a choice to actively abort a pregnancy for  s, grins, and giggles... only under mitigating circumstances...  and it is more of a moral belief issue than anything... 
abortion_as_rights_or_choices	5531905206_6420099791001	13	sweetsuds	Fri 05 September 2008 07:40 PM	REPLYING TO SkipHadaway WHO SAID: <u>&quot; OK, a fertilized egg is still just an egg... within 10 days it duplicates and becomes a zygote... and continues to replicate, within the first month there is myocardial tissue with electrical activity (a heart beat) and there is movement after a couple of months...    I believe that there is &amp;quot;life&amp;quot;, though microscopic, when the zygote develops.    I agree, to a degree, with the understanding statement of destroying a potential life.  I had this argument with my office manager yesterday... I don&apos;t believe that it should be a choice to actively abort a pregnancy for  s, grins, and giggles... only under mitigating circumstances...  and it is more of a moral belief issue than anything...&quot;</u>  Of the members of this board who have personally known or worked with women who have had abortions, it has never been for frivolous reasons. There may be some woman, somewhere, who had an abortion to maintain her figure, but she either doesn&apos;t exist or is one hell of an actress. Women who choose abortion are often in dire circumstances- not merely a desire to avoid maternity wear. 
abortion_as_rights_or_choices	5531905206_6420099791001	14	HANtheMANN	Fri 05 September 2008 07:45 PM	REPLYING TO SkipHadaway WHO SAID: <u>&quot; I don&apos;t believe that it should be a choice to actively abort a pregnancy for  s, grins, and giggles... only under mitigating circumstances...  and it is more of a moral belief issue than anything...&quot;</u>   I know a few women who have had abortions. None of them did it for   s, grins, and giggles . If you think that is the main reason women have abortions you have another think coming.  On a side note, what would be your mitigating circumstances be that would  allow  a women to choose to have an abortion? 
abortion_as_rights_or_choices	5531905206_6420099791001	15	anoldnotboldrecondo	Fri 05 September 2008 08:09 PM	If you demand that every pregnacy is carried to term by force of the law then get you body out in front of an abortion clinic peacefully, accompanied by a lawyer, to create a binding contract with the mother to financially support that child to age 18.  If you will not do that you are a hypocrite that wants the law to rule others lives in terms of your morals and ideas while you accept zero responsibility for the child. 
abortion_as_rights_or_choices	5531905206_6420099791001	16	Silverbusa	Fri 05 September 2008 09:18 PM	REPLYING TO anoldnotboldrecondo WHO SAID: <u>&quot; If you demand that every pregnacy is carried to term by force of the law then get you body out in front of an abortion clinic peacefully, accompanied by a lawyer, to create a binding contract with the mother to financially support that child to age 18.  If you will not do that you are a hypocrite that wants the law to rule others lives in terms of your morals and ideas while you accept zero responsibility for the child.&quot;</u>  If I&apos;m not willing to spend every moment with a child to protect him from a child molester should I let child molesters run free?  Give me a break.  A woman who is not raped needs to take responsibility for getting pregnant. 
